,feature,class
13,"[-3.2919516e+02  9.4302261e+01 -7.3790237e+01  1.1389483e+01
  1.6549406e+01  2.0669140e+01 -1.8241573e+01 -3.0160110e+01
  2.4095545e+01  9.5325575e+00 -7.7372150e+00 -4.6315389e+00
  5.7352996e+00  1.3738611e+01 -7.7695584e+00 -2.4771841e+00
  1.5778059e+00 -3.0002722e-01 -7.3387837e-01  1.9345329e+00
 -3.4231851e+00 -1.9867392e+00 -4.2613527e-01 -2.2223647e+00
 -4.3811302e+00 -4.4163179e+00 -3.7312419e+00 -1.5951856e+00
 -5.7685981e+00 -6.0327668e+00 -5.8375180e-01 -4.9687901e+00
 -4.6534724e+00 -5.4935346e+00 -2.9596739e+00 -1.6569346e+00
 -4.5226588e+00 -4.7427325e+00 -2.2380543e+00 -3.5395558e+00]",beeBird
14,"[-3.6131741e+02  9.9090668e+01 -5.0081661e+01  2.5971409e+01
 -1.7087776e+01  2.0535440e+01 -8.4035826e+00 -1.2655267e+01
  8.4795771e+00  3.9763250e+00 -2.0525937e+00 -3.0874094e-01
  3.0774853e+00  9.0607843e+00 -2.2963364e+00 -1.7257472e+00
  2.9658893e-01 -8.2460481e-01 -7.5522798e-01  2.1432557e+00
 -3.8974552e+00 -2.7074356e+00  4.2495523e-02 -4.8062677e+00
 -1.4724571e+00 -3.1907063e+00 -4.8915534e+00 -1.1480584e+00
 -5.3912253e+00 -5.8005676e+00 -2.9597127e+00 -4.4043384e+00
 -3.4085801e+00 -3.6364346e+00 -3.5635152e+00 -1.4391222e+00
 -2.6367362e+00 -4.1766505e+00 -3.4490817e+00 -2.8258407e+00]",beeBird
15,"[-3.69567566e+02  1.04265427e+02 -5.05982437e+01  2.06632805e+01
 -1.92940845e+01  2.44259663e+01 -1.11417665e+01 -9.96369457e+00
  5.91596794e+00  6.08546162e+00 -4.71220970e+00  9.23358142e-01
 -1.25321761e-01  1.13198185e+01 -2.70143580e+00 -2.41929579e+00
 -1.10003710e+00  6.70685947e-01 -2.65550709e+00  2.74354434e+00
 -4.51842403e+00 -4.84837711e-01 -4.61539418e-01 -4.84610510e+00
 -2.39787483e+00 -2.33820915e+00 -4.57766151e+00 -1.92756677e+00
 -5.98591328e+00 -3.23465371e+00 -1.63771987e+00 -3.82810163e+00
 -4.62306643e+00 -1.40218759e+00 -4.17231226e+00 -2.29241824e+00
 -3.22315335e+00 -2.45129371e+00 -2.05123043e+00 -1.29712236e+00]",beeBird
16,"[-3.69195160e+02  1.11555725e+02 -6.79458389e+01  2.30380325e+01
 -4.46529388e+00  2.49346466e+01 -1.93133335e+01 -1.49436255e+01
  1.48476810e+01  3.60010338e+00 -9.73467636e+00  1.90819037e+00
  2.25463152e+00  9.25600719e+00 -2.51758313e+00  3.15134466e-01
 -2.71688056e+00 -4.65290621e-02 -2.63338614e+00  4.00762033e+00
 -5.49519396e+00 -3.27731609e+00  3.85900915e-01 -3.55952239e+00
 -2.54028606e+00 -3.79432964e+00 -4.49918890e+00 -1.89668667e+00
 -5.11431074e+00 -3.80512190e+00 -1.54929888e+00 -3.85098672e+00
 -2.93278003e+00 -1.96225357e+00 -3.44596982e+00 -9.04206455e-01
 -3.78585243e+00 -3.13029814e+00 -3.27447057e+00 -2.58019137e+00]",beeBird
17,"[-3.6315097e+02  8.8306679e+01 -4.1952335e+01  2.9661146e+01
 -1.7021236e+01  1.9283859e+01 -9.7947712e+00 -9.3433113e+00
  1.9682660e+00  3.6553946e+00 -7.4074306e+00 -2.0713969e-01
  4.0350471e+00  6.8905621e+00  3.1050834e-01 -1.1270095e+00
  6.2839162e-01  1.5424695e+00 -3.1813858e+00  3.6922019e+00
 -3.8245852e+00 -1.0598238e+00 -1.7188851e+00 -1.8096172e+00
 -3.8829539e+00 -3.8675492e+00 -5.0778298e+00 -2.1754568e+00
 -4.3716121e+00 -4.2122989e+00 -1.5201393e+00 -2.5586531e+00
 -1.1008539e+00 -7.2503978e-01 -3.1125438e+00 -1.0535067e+00
 -3.2947145e+00 -1.5364922e+00 -2.6929209e+00 -3.2643244e+00]",beeBird
18,"[-4.9434949e+02  9.1141022e+01 -3.6879158e+01  2.5354664e+01
 -1.2839718e+01  1.8242447e+01 -4.8960156e+00 -9.8968525e+00
  1.4579269e+00  2.5600114e+00 -6.5916271e+00 -1.1303436e+00
  6.6006553e-01  8.8393831e+00 -9.7654834e-02 -2.6024332e+00
  6.1852878e-01 -1.0602087e+00 -1.1815318e+00  2.1258273e+00
 -4.3558602e+00 -9.5588762e-01 -2.0698102e+00 -3.4078329e+00
 -2.8395457e+00 -4.0408902e+00 -4.7132177e+00 -1.5939041e+00
 -4.2694688e+00 -1.4691685e+00 -3.0048366e+00 -2.2009132e+00
 -9.9554473e-01 -2.1201379e+00 -2.6032016e+00 -1.5202293e-01
 -2.6539807e+00 -1.8504056e+00 -1.1797519e+00 -2.0024929e+00]",beeBird
19,"[-3.6979370e+02  8.8876312e+01 -5.7826054e+01  1.5413274e+01
  1.1130439e+01  2.5153605e+01 -1.7140007e+01 -1.8951071e+01
  1.7478642e+01 -1.7624873e+00 -1.0393029e+01 -3.6052043e+00
  4.1318064e+00  6.2939534e+00 -3.3336794e+00 -3.1407747e+00
  2.3148468e+00 -2.4509802e+00 -1.4823434e+00  2.0986555e+00
 -5.2229624e+00 -2.5700481e+00 -1.0489409e+00 -1.5067694e+00
 -2.0180390e+00 -4.6935310e+00 -5.0880581e-01  8.4932977e-01
 -4.3999171e+00 -3.7492609e+00  4.8066413e-01 -2.4248154e+00
 -2.1899595e+00 -4.4454932e+00 -9.9460024e-01 -1.1554724e+00
 -2.9435472e+00 -1.6316692e+00 -7.0207518e-01  4.2645559e-02]",beeBird
20,"[-3.2389215e+02  8.4508987e+01 -8.2142372e+01  4.3454742e-01
  3.2572300e+01  3.3988647e+01 -2.4459805e+01 -3.5866203e+01
  2.2667576e+01  1.0571541e+01 -1.2226183e+01 -6.6878943e+00
  4.9046369e+00  1.3800361e+01 -6.0004201e+00 -1.5151415e+00
 -1.3190558e+00  1.9217406e-01 -1.0735594e+00  3.2631853e+00
 -7.2387295e+00 -1.9912338e+00 -3.0839298e+00 -2.6382954e+00
 -2.0358088e+00 -4.5967274e+00 -2.3148973e+00  3.9847049e-01
 -1.7264000e+00 -3.5952530e+00 -7.8469747e-01 -2.4919543e+00
 -1.7707816e+00 -3.2480276e+00 -2.0962131e+00 -2.6878216e+00
 -3.0555973e+00 -2.7038896e+00 -2.8020589e+00 -5.9753281e-01]",beeBird
21,"[-3.2422116e+02  9.4991486e+01 -7.4136040e+01  8.1125135e+00
  2.2134916e+01  2.0778894e+01 -1.5142117e+01 -2.5427153e+01
  1.3725154e+01  5.9328098e+00 -7.0244966e+00 -4.0049295e+00
  7.2563744e-01  1.0808128e+01 -4.2742109e+00 -3.8480682e+00
  1.8874761e+00  1.6989040e-01 -1.8430613e+00  3.3649137e+00
 -4.3852839e+00 -2.3029034e+00 -2.1641173e+00 -4.1272831e+00
 -2.5838916e+00 -5.1953564e+00 -3.4278319e+00 -9.7579056e-01
 -3.5117667e+00 -4.5143266e+00 -6.3965058e-01 -3.6800532e+00
 -2.5519531e+00 -4.3437724e+00 -3.8184063e+00 -2.2964358e+00
 -4.0273700e+00 -3.5917101e+00 -2.9888644e+00 -2.7865129e+00]",beeBird
22,"[-3.3015213e+02  9.5326187e+01 -6.7455360e+01  3.6960089e+00
  1.5904797e+01  2.2958292e+01 -1.4828448e+01 -2.9478403e+01
  1.7012625e+01  8.6601543e+00 -4.8021021e+00 -8.5695928e-01
  4.0058422e+00  1.3517558e+01 -3.1671658e-01 -1.0176904e+00
  1.7935137e+00  1.4078523e-01 -1.3378074e+00  2.2041750e+00
 -5.6719046e+00 -1.9386512e+00 -2.2461596e+00 -5.5383368e+00
 -3.4738035e+00 -5.3665895e+00 -5.2533956e+00 -1.7841939e+00
 -5.2872825e+00 -5.6203060e+00 -1.5052010e+00 -3.4345472e+00
 -4.2215724e+00 -3.4179552e+00 -4.3302364e+00 -3.6789765e+00
 -4.1274595e+00 -4.6356802e+00 -4.2230544e+00 -2.2178743e+00]",beeBird
23,"[-3.4072388e+02  9.9050079e+01 -2.1558584e+01 -1.2274412e+01
  4.1389637e+00  1.5248099e+01  1.8182341e+00  9.9434271e+00
  6.0585151e+00  3.4847276e+00 -2.1716292e+00 -3.2648129e+00
 -3.2919097e+00  8.7851644e-01 -3.6399057e+00 -6.1626399e-01
 -3.1866746e+00  3.5904756e+00 -5.9638566e-01 -1.7631470e+00
 -3.2882822e+00 -7.7198195e-01 -3.2286541e+00 -7.7792144e-01
  2.0745155e-01  9.0804982e-01 -3.2285705e+00  4.0058905e-01
  8.4930956e-01  3.6299309e-01 -3.7715907e+00 -2.4575632e+00
 -8.8378036e-01  5.8999270e-01 -3.6116466e-01  1.2894521e+00
 -2.6821911e-01 -8.1624883e-01 -1.4046320e+00  8.2451701e-01]",beeBird
24,"[-3.2156979e+02  9.1621864e+01 -7.8855705e+01  1.3179838e+01
  1.7906246e+01  2.0165342e+01 -1.7915092e+01 -3.2213181e+01
  2.2587461e+01  1.0823037e+01 -7.2862201e+00 -6.5250711e+00
  5.8111491e+00  1.5107458e+01 -8.0447016e+00 -2.2277913e+00
  1.3893026e+00 -4.5914105e-01 -1.1256590e+00  2.7415936e+00
 -3.7680364e+00 -2.1792786e+00 -6.0286850e-01 -1.6648568e+00
 -3.8789301e+00 -4.7967134e+00 -3.5929170e+00 -1.3279456e+00
 -6.0199332e+00 -6.0559273e+00 -6.4076670e-02 -4.5606833e+00
 -4.2275300e+00 -5.5009742e+00 -2.8074815e+00 -1.5406311e+00
 -4.3840985e+00 -4.9094872e+00 -2.9432826e+00 -2.9144471e+00]",beeBird
25,"[-3.60459167e+02  1.00968925e+02 -5.26617699e+01  2.30606098e+01
 -1.16171741e+01  2.17821903e+01 -1.32951365e+01 -1.25260601e+01
  1.31847601e+01  1.67155480e+00 -2.15580082e+00  1.93579853e-01
  2.20118976e+00  1.00968828e+01 -2.59604454e+00 -2.61141539e+00
  5.63267767e-01  8.10341686e-02 -1.80654764e+00  1.80803740e+00
 -3.68910837e+00 -3.18547392e+00 -7.15741441e-02 -4.78823423e+00
 -2.14824581e+00 -3.85853910e+00 -5.23649836e+00 -1.17030656e+00
 -5.11325312e+00 -5.76688147e+00 -2.97203183e+00 -5.10040379e+00
 -4.04114771e+00 -3.51696610e+00 -3.68421888e+00 -1.57352376e+00
 -2.63334250e+00 -4.72490072e+00 -3.19143963e+00 -2.94195604e+00]",beeBird
26,"[-3.6821732e+02  1.0269699e+02 -4.9917404e+01  2.4860319e+01
 -2.3550877e+01  2.2248156e+01 -8.0025711e+00 -9.9055653e+00
  3.0896194e+00  8.1194849e+00 -5.4457335e+00  2.4121056e-01
  1.5644667e+00  1.0012659e+01 -3.6167445e+00 -9.5416898e-01
 -9.2976063e-01 -1.1966034e-01 -2.1111293e+00  2.1581063e+00
 -5.2552161e+00  5.9104744e-02 -7.9476494e-01 -4.9440851e+00
 -2.5987644e+00 -2.1424518e+00 -4.2089429e+00 -2.1126099e+00
 -6.3712139e+00 -3.3445282e+00 -2.4528975e+00 -3.6007273e+00
 -4.8639774e+00 -1.9082242e+00 -4.2223959e+00 -2.1130199e+00
 -3.1015184e+00 -2.1540401e+00 -2.5140562e+00 -1.1930803e+00]",beeBird
27,"[-3.6987106e+02  1.1051016e+02 -6.5529770e+01  2.1214451e+01
 -6.4891686e+00  2.6001522e+01 -1.8083719e+01 -1.3894359e+01
  1.4126090e+01  4.3595786e+00 -9.2143879e+00  3.0743799e+00
  1.2592430e+00  9.3748589e+00 -2.3728044e+00 -3.7335098e-01
 -2.5350683e+00  4.7240335e-01 -2.7266574e+00  3.8111653e+00
 -5.1148171e+00 -2.6346467e+00  3.3914602e-01 -4.1111913e+00
 -2.3490984e+00 -3.2943721e+00 -4.7896204e+00 -1.4130483e+00
 -5.8033643e+00 -3.9505906e+00 -1.2075564e+00 -3.8582144e+00
 -3.0367613e+00 -2.2251151e+00 -4.0180988e+00 -1.2331769e+00
 -3.8668730e+00 -2.6406443e+00 -3.6669390e+00 -2.0997722e+00]",beeBird
28,"[-364.66956      92.465836    -46.837456     29.218107    -15.911113
   20.561598    -10.863057    -11.86571       2.9497952     5.0853276
   -7.087365     -1.5168912     3.2483068     7.321058      0.5074116
   -1.6305847    -0.61978674    0.5223009    -2.2537062     3.9118252
   -5.0662627    -1.8683568    -1.5892435    -1.909376     -3.7487228
   -4.2729025    -4.9496512    -1.9193174    -4.369815     -4.527958
   -1.646383     -2.32716      -1.3779144    -1.3852903    -2.6716733
   -0.4969915    -3.3384924    -2.5063548    -2.5701232    -3.3308072 ]",beeBird
29,"[-4.5908023e+02  9.2659286e+01 -3.5712090e+01  2.3820873e+01
 -1.4090316e+01  1.9834776e+01 -6.7701993e+00 -1.0895667e+01
  1.4275408e+00  3.2770245e+00 -6.7643228e+00 -1.0833021e+00
  6.0422581e-01  9.9994240e+00  5.5648667e-01 -3.6762311e+00
  4.4477794e-01  3.7299260e-02 -2.0381565e+00  2.2414379e+00
 -3.5364742e+00 -6.4969069e-01 -2.3647654e+00 -3.3046722e+00
 -3.6751432e+00 -3.9788306e+00 -5.3733044e+00 -1.7902875e+00
 -4.8064976e+00 -1.7116159e+00 -3.0177522e+00 -1.9695638e+00
 -7.1546280e-01 -1.1944274e+00 -2.4301932e+00 -3.1229052e-01
 -2.9129627e+00 -1.3998871e+00 -1.9257360e+00 -2.8486464e+00]",beeBird
30,"[-5.6553705e+02  4.8021042e+01 -9.6802521e+01 -7.5900016e+00
  3.3598885e+01  1.5655610e+01  1.6232750e+01 -3.5457012e-01
  2.2305778e-01  2.7773008e+00 -9.3082933e+00 -4.3468809e+00
  4.4691968e+00  6.9519043e+00  3.4580445e+00 -1.2093809e+00
  3.6136904e+00  3.6964676e+00  2.4058612e-01  3.0861437e+00
  1.7979550e+00 -4.8003846e-01  8.1224525e-03 -2.2414303e+00
 -1.1485333e+00  1.8026667e+00  1.1404198e-01 -5.9350663e-01
  6.5970421e-02 -9.8755419e-01 -1.5475019e+00 -1.1450057e+00
  3.2086825e-01  5.8393294e-01 -9.6524376e-01 -1.1535445e+00
 -8.8777739e-01 -3.0227506e-01  1.9856904e-01 -7.1596885e-01]",beeBird
31,"[-5.3086926e+02  4.5293667e+01 -1.2149282e+02  3.3002853e-01
  2.8207985e+01  5.7201638e+00  1.8216040e+01  6.3041677e+00
  5.7692828e+00 -8.9996171e-01 -1.7527651e+01 -5.1483526e+00
  9.3137922e+00  1.2259233e+01  6.2977805e+00  2.9468107e+00
  1.2351840e+00 -2.8099797e+00  8.1383818e-01  8.3690605e+00
  3.7309690e+00 -5.4004204e-01 -1.9479808e+00 -1.8269662e+00
 -3.9994472e-01  1.2871710e+00  3.3140020e+00  1.8375055e+00
 -1.7572294e-01 -2.0396712e+00 -2.1122954e+00 -1.3130736e+00
  2.5450900e-02  5.3603384e-03 -1.8582679e+00 -9.9050575e-01
 -3.3290589e-01  9.4080424e-01  1.0925871e+00  4.5337543e-01]",beeBird
32,"[-4.9225931e+02  2.4108768e+01 -1.4699934e+02  9.7912884e+00
  4.3421200e+01  1.4611050e+01 -7.5462598e-01 -3.3620298e+00
  2.2447025e+01  6.8319178e-01 -2.2757236e+01  2.6399262e+00
  6.1866455e+00  5.4708824e+00  4.3099875e+00  7.3315639e+00
  1.8137254e+00 -3.0165014e+00  1.4783492e+00  9.8894310e+00
  7.3103136e-01 -1.2661328e+00 -1.6047347e+00  7.2738039e-01
 -6.0688937e-01  4.0954116e-01  5.1764288e+00  3.6996314e-01
 -5.0636396e-02 -2.3834915e+00 -7.7540344e-01 -3.6252671e-01
 -1.5244772e+00  4.0572676e-01 -6.7895949e-02 -1.0195593e+00
 -2.2000482e+00  7.4851370e-01  2.3414390e+00  1.7628515e-01]",beeBird
33,"[-4.89733337e+02  3.05203857e+01 -1.44163254e+02 -3.54392219e+00
  4.99683151e+01  2.49380646e+01 -6.60142088e+00 -9.70490932e+00
  2.40514317e+01  1.20370579e+00 -2.34071369e+01  1.94713676e+00
  5.33197069e+00  1.16136527e+00  3.30580783e+00  9.09669590e+00
  2.97234368e+00 -4.69430637e+00  1.24722385e+00  1.00900288e+01
  3.58442515e-01 -8.45529199e-01  1.08186655e-01  1.93273187e+00
 -6.33281291e-01 -1.03610075e+00  4.33765507e+00 -1.22545099e+00
 -3.06434202e+00 -1.73060548e+00  2.86600399e+00  6.80079043e-01
 -1.39297009e+00  2.51937747e+00  3.53060246e+00  4.03573662e-01
 -1.23903704e+00 -4.98985499e-01  6.11219108e-01  3.43658954e-01]",beeBird
34,"[-3.40121887e+02  1.03247574e+02 -1.67050495e+01 -9.07750034e+00
  7.10177183e+00  2.06578045e+01  2.35654759e+00  6.36217928e+00
  1.55919623e+00  5.02420712e+00 -3.42141604e+00  6.46664321e-01
  1.15142334e+00  3.24773049e+00 -2.00170851e+00  3.24706048e-01
 -3.47543621e+00  3.17447758e+00 -1.76151454e-01 -1.67479253e+00
 -4.32563400e+00 -6.55691683e-01 -5.41220248e-01  6.63390756e-01
 -1.53055057e-01  1.41155612e+00  7.49737099e-02  1.54243982e+00
 -3.95788580e-01 -1.26931655e+00 -2.17189002e+00 -5.31539857e-01
 -2.37548232e+00 -1.46846521e+00 -1.65106905e+00  9.99219120e-01
 -5.47875643e-01 -6.42581046e-01 -1.85549712e+00 -8.00344050e-01]",beeBird
